,reviewContent,rating
2214,If it wasn't for the location this would be a one star review. Hotel staff is just not what you expect from a Michigan Avenue experience. Hotel is crowded with foreigners primarily Europeans. The hotel is nice but not consistent with the price. Our room temperature control was broken and had to have engineering fix it. We spent one very cold night. They charge $18/day for Internet access and wait until you hear this... $12 to use the treadmill at the fitness center. This rule must go since it is just ridiculous. Again location makes this a good choice but the Marriott across the street is a much better choice.,3
2215,"The InterContinental is one of my favorite hotels in Chicago, and it has a great location on North Michigan Avenue. The main lobby, a modern concoction that is not particularly memorable, helps to connect what amounts to two buildings smushed together. Try to look around at some of the older public areas and the exteriors and you will be impressed by an assortment of fine details. The indoor swimming pool is beautiful, and my corner room was terrific.",5
2216,"It's a great place to stay for a holiday weekend shopping trip.  The Historic, or south tower is the former Medina Athletic club.  Be sure to check out the junior olympic swimming pool and browse the conference and meeting rooms in the Historic tower The interior decorating in this tower is definitely unique.  Room service, while expensive, is very good.  The lounge is comfortable and the staff is very accommodating.  I'll definitely go back (and not just because I can stay for free)",4
2217,"I concur that 3.5 stars just about nails this place. It was just ok really. i will give kudos to the bellman as well as the helpful concierge. As a matter of fact, I really liked our waitress in the wine bar too, so maybe I will give SERVICE a 4 star and the hotel room itself a 3 (nothing too special). the location was great, smack in the middle of anywhere you want to go along the ""Magnificent Mile"" and easy enough to grab a cab anywhere else.",3
2218,"Taking advantage of a groupon coupon I decided to use this for Valentine's Day, so the price was right for what is typically a pricey hotel.  The staff here is very friendly and nice offering us a late checkout, but we had to go to work the next day.  The room was nice and plush.  The bed was comfortable.  Our view wasn't that great, probably the worst of any other hotel I've stayed at in Chicago.  It was smaller than what I was used to but it was just nice to get away.  I was a little surprised that they didn't have free bottled water considering it's more of the higher end of the Priority Rewards end of the chain, and we got bottled water at a Hotel Indigo.  I like that there's a Starbucks attached to the hotel.",3
2219,"Loved it! Ok...it has best location...right on Mich ave right across from the yummiest food place, the Purple Pig.  This was our second time staying here for one of our anniversary. Long line to check in but we got there n checked in. Got our room but found it to be wrong. They upgrade us to historic room. Best deal ever.  We got totally isolated within one corridor, there was just our room and one other.  There were even steps up to our door which had its own personal door bell.  Cute.  Loved the huge entry way and separate shower and bath.  Room was twice as big as the previous room with a great view.  Service was just awesome.  Will have to return next time.  Oh, our room was supposed to be $1500 and we got it for less than $200?  AWESOME!",5
2220,"Cannot beat the location, entrance right out to Michigan St. Smiling Doormen made us feel welcome. Beautiful and classy lobby. Check in took awhile, seemed to take about 15 minutes per party but I guess that's just good guest service right? We were in what I believe was the older part of the hotel. Room was very small (which we expect in Chicago), and carpets were worn. Bathroom was very clean and seemed to be more updated than the actual room itself. Old TV (no flat screen). Starbucks in the hotel was convenient. Took forever to get our car from Valet parking but our vehicle eventually arrived without a scratch so all's well that ends well. Planning a return trip to Chicago soon and not planning to stay here. Lots of other places on the Magnificent Mile to try!",3
2221,"A fabulous place for anyone to stay!  Its huge, super nice and right on the magnificant mile!  If its your first time to Chicago, staying here would be a good start!",5
2222,"I stayed one night at this hotel and I really wasn't there that much during that time.  Our room was really small, it had one king size bed and a couch that was big enough to sleep on but the cushions were very hard and not very comfortable.  The view was nice but it's far enough from the lake that even if you have a lake view, there are lots of buildings and construction in the way of the view.  The location is great, right on MI Ave and somewhat in the middle of Water Tower, Navy Pier and State St if you are walking.  The bathroom had 2 different levels of lights and the shower was pretty was nice.  The Crabtree & Evelyn bath products came home with me.",4
2223,"Simply gorgeous, inside and out, the views, everything is just outstanding. Fabulous downtown location, breathtaking views (especially if you stay in the old tower). The bar is fun with great drinks, top notch bartenders, and comfy couch/chair seating. The chocolate restaurant/wine bar is fabulous and an experience you should definitely have. The room was huge, the bathroom was huge, everything was updated nicely, and a very large flat screen tv- the chocolate truffles were a really nice touch too!  All of the staff were truly exceptional, and they went out of their way to ensure a lovely stay.",5
2224,Great location but parking is ridiculous! Front desk agents were robots and make me feel like i'm just another reservation.  Room was nice but nothing special.  I'd look elsewhere for the price.,3
2225,"This is a perfect place to stay in Chicago. You will definitely feel like a celebrity because of the grand decor and service at this hotel. Its beautifully designed and decorated, making a trip to Chicago even more fun. And while you sleep like a celebrity, you can shop and eat like one too along the Mag Mile.",5
2226,"I stayed in this hotel for a week. I thought overall the hotel was good. I was irked that they have the balls to charge $12 PER COMPUTER, PER DAY for Internet. I consume lots of ice, and I was disappointed that the ice is only on the 7th floor. The room was a decent size, and they have a good plasma TV. Actually you should bring your media players because they have all kinds of connections including HDMI!!! Whoohoo! The place has a Starbucks in the building, and a nearby Walgreen's. You have to pay for the gym, but the pool/sauna is free.  Not bad.",3
2227,"One of the best hotels in Chicago, the Intercontinental boasts old world charm with contemporary elegance. The four-story lobby, which features a grand staircase and bronze embellishments, makes you feel as if you were a movie star. After a long day of shopping on the Mag Mile, you'll have to cool down and take a dip in the gigantic pool. A must see for all those traveling from abroad!",5
2228,"Yeah, the room decor is outdated - but the room size compensates. The customer service was wonderful. I dont know how much the employees are getting paid, but it must be enough to act like they genuinely want you to be there, and they want to wait on you. Do yourself a favor and just explore the hotel. The architecture is amazing; beautiful Victorian marble water fountains are in hallways, and I understand all of the architecture is original. If I had to complain, my one complaint would be the food in the hotel restaurant. Overpriced and not delicious. Overall, though, I would definitely recommend the intercontinental - and of course stay again.",4
2229,"I don't see what the big deal is.  I've stayed at this hotel twice, and the rooms are super small and nothing special.  I think the ballrooms are nice, as I have been to a wedding here, and a company event here as well.  But other than that I don't feel like its worth the money.  I haven't had a bad experience with the staff, but I didn't feel like they were over the top extraordinary.I wouldn't stay here again unless it was free.  I think there are lots of cooler hotels in Chicago.",3
2230,"My sister had her wedding here a few years ago and I was very impressed.  Everything turned  out perfect and my family was thrilled with the service. I'm biased since it's my own sister, but I definitely think it's one of the nicest weddings I've ever attended.",4
2231,My parents stayed at the Intercontinental the last time they visited Chicago and they loved it. It's a very nice hotel with large guest rooms and in the perfect location on Michigan Avenue. They are planning on returning to Chicago next month and want to stay at the Intercontinental once again.,4
2232,"NOTE: This review is for their meeting and event services only. I was responsible for meeting with approx. 60 attendees and was not impressed at all by the meeting services.  Every request we made was either denied or finally fulfilled, after an eternity of discussions.  When reviewing rooms for our upcoming session, we voiced our concern that they are not big enough.  Finally, the event coordinator had facilities place tables in the room, so we could visualize whether or not we could fit our people.  We determined that we couldn't which resulted in the manager stopping by and telling us that we could easily fit them and since he doesn't share our concerns with us, he will not make another room available for us.  Now that's what I call customer service...NOT.  Accommodating is not a word in this man's vocabulary.  Apparently it didn't matter that we had already spent a pretty penny there and were going to do the same at the upcoming meeting.  Needless to say, we pulled our upcoming meeting from the Intercontinental and instead had it at the Four Seasons (hallelujah!!!).",1
2233,This place is great. We had a problem last time we were suppose to stay. They made up for it this time it great they up graded are room to a penthouse on the highest floor. It had 2 bathrooms. It was faboulous. I would defiently stay here again. Great view of all of Chicago.,5
2234,Love the decor!! I've had tea here with a client of mine who just happened to stay here on her business trips. I absolutely Love this hotel. I've been here so much I believe the Service Staff are getting to know me personally (they know that I love black current Tea or just classic V/T's for coctails) .. The decor is really nice and the service is fantastic! ..,4
2235,"Classy, clean and just all around excellent service. I stayed at this hotel on the magnificent mile. What can I say just wonderful things about it. It is quiet yet sits on a street where there is great shopping to be had, lovely restaurants and abundance of bars to wet your whistle. They got a nice pool that cooled me down in that hot, muggy weather. I got to say this is a real nice hotel.",5
2236,You've got to check it out.,5
2237,"The hotel is very nice and the staff is very attentive.  We stayed in the Historic Tower and the views were spectacular.  We had a direct view of the Trump Tower and the River.  My only complaint is that the internet is very slow, but that seemed to be a common theme throughout Chicago when using my iPhone. The hotel is in the middle of everything - shopping, food, some decent bars. Also, the indoor pool was great.  I would definitely recommend to anyone.",4
2238,"i stayed at this hotel a couple weekends ago with my family (who were in town visiting)... my mom thought she would splurge for a nice hotel on michigan ave to make their visit extra special.  she bragged that she found us a four and a HALF star hotel- fancy from where i come from. we got in the room- bleh. the a/c barely cooled the room on a warm/not even hot summer day. bathroom was a little outdated and 'used'... not the cleanest ive ever seen.  and the staff- like robots. location is great, yes, but there are cheaper and nicer hotels in the city.",2
2239,"Hotwire listed this hotel as 4 1/2 stars, frankly it hardly qualifies as 3 stars.  While the location is fantastic, the hotel itself leaves a little to be desired. I got a great rate through hotwire, but if I would have paid the regular rate I would have been furious. The decor was tacky with peeling wallpaper and stained carpet and there was no mini bar or fridge in the room. Our friends in the room next to us had a mini bar, but we did not. The maids did a horrible job at cleaning the room and did no more than pull the covers up over the bed. Also, there was no umbrella in the room....if you are staying in a rainy city like Chicago you should have an umbrella in the closet! The room was very small and standard. There is nothing elegant about this hotel at all, Hotwire needs to update their rating.",3
2240,"Stayed there for three nights starting July 16, 2009. Got a very low rate on Hotwire and then was upgraded because my brother knew somebody that knew somebody. Overall it was awesome. Beds were comfy, it was quiet. Location is great - but you have to figure out how to get to the red line station ( cross the street, go down unmarked stairwell, walk 2 blocks...). Pool was refreshing, but very old-school and not set up for hanging out. Starbucks in the lobby was great. Location was perfect.",4
2241,"We stayed in one of the executive double bed suites. Absolutely marvelous marble bathrooms...lovely shower...Rooms was decorated beautifully. We had large screen TVs in both rooms. The toiletries were wonderful...Had room service in the morning and the Eggs Benedict was EXCELLENT...Service was prompt, efficient and friendly. Couldn't have enjoyed it more. We'll be back this next weekend....",5
2242,"For starters, this is a beautiful hotel on truly prime location (just across the wrigley building). The exterior is flawless and there is even  a starbucks inside (major plus in my book). Now, the service is OK at best. I was in a hurry to go to a meeting one morning and got lost. The flow of the meeting space is horribly designed. I then asked for help from employees who could not help me. To top it off apparently some elevators go to a certain floor and  I got mixed up there too. The rooms were too small for my liking and I heard they finished renovating... hmmm I think they need to start over. My lasting moment was meeting their GM, Edward Andrews. Best words to describe him is rude and sloppy. How in the world he got his position is beyond me. Sum things up, historical hotel with character but it definitely needs some fine retuning from the top down. Not very impressed and won't be staying here again. Restaurants were yummy so if you want a quick bite or some starbucks go here otherwise don't even bother wasting your time there.",1
2243,"Great location!  I used to walk by here all the time when I lived in Chi-town.  For those of you who love their Starbucks, the chain store has displaced the former Zest.  I was shocked, but I guess Starbucks turns more tables and makes more money than your average hotel restaurant.  Last year we stayed here and had a lake view.   That room and bathroom was larger.  This year, we got room 941 which is a corner room facing Michigan and Wacker in the distance.    Lovely view, esp. at night when the top of the Tribune tower changes color.  The bathroom is smaller than I remember it to be, but no matter.  We are usually out and about.  My only complaint is that the bathroom doesn't have an exhaust fan.  Love the huge mirror in the bedroom- if I could only get one for my home.  The elevators are a PAIN, esp. during a busy, holiday weekend.  The pool is a must visit because it is gorgeous.  The bath products are now Floris (wonderful herbal scents, made in France, from the UK).",4
2244,"This Chicago hotel is a classic, but had seen better days until the recent renovation of the historic building.  I was in town for a meeting at the property otherwise I probably would have selected somewhere else. When I checked in and the receptionist indicated my room was in the 'historic tower"" I got a chill up my spine.  She most have noticed because she then went on to explain the recent renovation.  While my room on the 17th floor was still a bit oddly shapped, it had in fact been lovingly renovated.  The hotels old signature grill work and other decorative pieces (see the ballrooms) are still in place, but the guest rooms are modern and comfortable.  The pool, if you haven't seen it, is certainly worth a visit.  The hotel location with a door right out to the center of The Magnificent Mile makes its location unbeatable.  With a great new wine bar (serves great wines with nice little cheese, olive or sweet plates), the hotel is once again on my list of favorite historic properties.",4
2245,"Overall, this is a good hotel with an awesome, transit-convenient location.  My 3-day bus pass got plenty of use because of all the buses that stop near this hotel.  We got a great deal on Hotwire for a 3 night stay, which is definitely the way to go.  The major issue was the stupid fan/venting system that would not turn off!  They had a digital thermostat in the room to control the temperature, but even if you turned it ""off"" the vent just keeping running. LOUDLY. As in, 2 of the 3 nights were miserable because there was no sleeping to be had.  Yes, we should have asked the front desk, but the first night I had no idea it wouldn't turn off, the second night I was so exhausted that I just passed out, and the third night we asked the room service guy who said he could call engineering after unsuccessfully trying to turn that damn fan off.  Sigh.  But the room was clean, the bathroom was nice, and everyone we dealt with were super helpful.  One weird thing: They have a little basket of snacks atop the minibar for sale, and mixed in with that, is an ""Intimacy Kit."" I don't know why, but I was a little creeped out by condoms/lube sitting in between snickers and doritos.",3
2246,"Loved, loved, LOVED our stay!  We are Ambassador members, so we expected a lot from the get-go, but the Intercontinental went well above and beyond.  The location is stellar, of course.  Check in was perfectly smooth, we got a nice upgrade to a bigger room in the historic tower (which meant we had a 27th floor view of the beautiful city), and we were treated to the news that internet would be free for our whole stay.  Hooray!  Housekeeping was great, and I really loved the bath products they provided.  One day, we were chillin' in the room and heard a knock on the door.  Avon calling?  Nope, it was a complimentary bottle of wine (I suspect because we had been having issues with our A/C, which they fixed quickly).  Another night, we returned to our room to find a plate of chocolates and two snifters with Bailey's.  I ordered room service at 4 AM just so they could heat up my pre-marathon food, and they had me ready to go in under 15 minutes.  The only minor glitch was a somewhat inattentive server at the bar during our last night.  I was really sad to leave the Intercontinental - can't wait to go back and stay again!",5
2247,"I attended a wedding here this past Saturday night.  I had never been inside this hotel and I have to say that I thought it was beautiful.  The wedding reception was held in the Grand Ballroom, which was a round room.  There was a stairway leading above the room which was open so you could see the second floor.  They had candles all the way around the stairway and the second landing.  It was just gorgeous with the low lit room.  The tables were beautiful and they had festive red wine goblets since it is so close to Christmastime.  The food was absolutely delectable.  Spicy Pumpkin Curried Soup, next came Fresh Mozzarella and Tomato towers with fresh Basil and Balsamic.  They then served a Raspberry Sorbet and then for the main course, Filet Mignon with Baby Carrots and Asparagus and a side of Risotto.  Being that I am a vegetarian I got a whole plate of that Yummy Risotto.  The wine was delicious and was flowing all night long.  That is why I had to rent a room that night.  No driving for me.  Anyway, I got sticker shock the next morning when I had to pay $50.00 to get my car out of the lot.  I know we are on Michigan Ave. and all, but geez the room had already set me back $300.00.  Anyway, aside from that, what a nice event.  I would recommend for anyone to have a wedding reception there.  Classy, elegant and just a wonderful time!",4
2248,"Not impressed at all!  I have stayed lots of hotels in the city and would NOT return to this one.  Customer service was horrible.  People could barely be bothered to help you...from the front desk to the bar staff.  It was pathetic.  While the historic tower was nice, be careful as they are currently doing renovation, and they begin working very early in the morning, everyday of the week.  Not at all impressed",1
2249,"We got a great deal on this hotel through Hotwire. We were headed to the Shakespeare play and wanted to enjoy a stroll.   Our room was in the new section of the hotel so it missed all of the ambiance that we had heard about from others  It was a nice room with soft sheets and lots of pillows and a decent slice of view of the lake.   My husband and I discussed why we would not rate it higher.  It was lack of customer service.  A bit of a wait at check-in but not horrible. Okay we can get past that but here is what is missing...detail.   We valet check the car and have a great guy, super friendly, chatting with us but no detail on how to get the car.  My husband had called about the valet service for the car but were not told that it was going to be  $54 for the night which seems a bit pricey but.  When we checked in we questioned where is the fitness center and got the info but again no detail on the fact that there is a fee.  Truthfully we felt sorry for the Fitness Center staff person because she caught the grief of numerous people who were surprised that there was a fee...just bad customer service.  Yes, the gorgeous pool is free and that is a bonus. We check the suitcase after we check out and get the warm fuzzies from the bell stand and were assured that we would be taken care of but when we get the suit case we are surprised tht the car was downstairs and spent awhile waiting downstairs for it...seemed like they could have had it all set up without wasting our time.   The $7.00 fee for the Evian bottle and the $14.00 fee for the internet and all of the pricey bar stuff were laughable.   Eno the wine/cheese bar is a four star.  The staff person was spectacular.  She really knew so much detail about the wine and cheese and helped us  make a great choice on the wine and  the cheese. The Zest menu for brunch was not memorable.  Yes, the food was okay and the service was great but it's Chicago and we expected a lot more. However, the old tower has some beautiful views and architecture.  So grab  a glass of wine and wander...",3
2250,after shopping this is the perfect place to crash. i stayed here one night and didnt want to come home! the pool is ginormus! and the beds are so soft. i had like i a presidential suite...good times,4
2251,"Worst hotel I have ever been to... I would have rather stayed in a dinky motel than this place ever again. The service was terrible, parking is mad expensive, I felt like I paid for a Tiffany's and got a Walmart. The woman on guest services was always  in a rush to get off the phone. The pool closes way too early and that is the only good thing about the hotel. Our room was uncomfortable, they crammed a sofa in there which was a complete waste of space considering we didn't have any leg room between our bed and the sofa. The bathroom was pathetic for a four star hotel and worst of all the toilet seat had brown ""stuff"" on it still ... grossed me out so much. Our tv didn't work so they had to send someone to fix it.... The guy was the only nice person we talked to at the hotel. We got this hotel for my fiancé bday and it really put a damper on our minivacation.",2
2252,This was barely a three star. The only redeeming quality was the comfy bed. I got the historic tower aka old. It was terrible. I couldn't even look out the window because it was a little square window over my head. It was more like a prison window. You also have to pay for the gym which is cool but they should tell you ahead if time so you don't need to go up and down the elevator to gain access. Very disappointed.,1
2253,"I have never stayed here, but I frequent the hotel bar often.  The martinis are very expensive, but they have the best complimentary olives and nuts I have ever had.  I just come here for the olives!!!!",4
2254,"This was a top contender for our wedding.  The ballrooms are beautiful.  The packages were definitely on the high end of our budget but they were not  too outrageous as far as downtown hotel wedding package rates go...  We worked with Chris and thought he was very good - friendly, responsive - a good salesman.  The main reason we did  not select this hotel for our wedding was that the room rates were too high for the dates we were looking at.  At least half of our guests are coming in from out of town so we needed to find room rates that were a bit more affordable.  Otherwise - a great spot!",4
2255,"work brought our satellite location crew into town for the weekend and everyone camped out at the Intercontinental. i was lucky to have gotten to stay here since i am local but i summed it up as a comped staycation. the hotel is really two hotels. i stayed in the tower and i saw both sections, and like it better than the newer section. the hotel offers commanding views of downtown so opt for the highest floor possible. throughout the course of the weekend i had fully explored the entire hotel. a few of us at at their zest restaurant. it was quiet and had a very american menu with nothing too ambitious. while it was expensive, the quality of the food and service unfortunately did not match the price. ENO on the other hand was very nice. their impressive wine list was deciphered with ease by their knowledgable waiter and glasses were complimented by some of the finest cheeses i have ever tasted. i felt very relaxed because the atmosphere was not pretentious. i believe the menu might have had a few sandwiches but we didn't try them.",4
2256,"My husband was in town for a 2week project and this was the ""recommended"" hotel by his customer base on its location.  He called the hotel to book the reservation and was routed to the 800 reservation desk.  We could get the room for less but ended up paying $40 more per night and was told so we would have free internet and free access to the gym.  When we showed up for our room and learned that there's a promotion going where you paid $25/night  on top of your regular room rate and you would get free internet, free access to the gym, free breakfast and free calls for the entire stay.  We felt we were mislead by the reservation desk and tried to talk to the front desk to add the breakfast to our package.  We were told the 800 reservation center is a third party company they use so whatever the deal we get from them has nothing to do with the hotel.  We were dumb founded by the remarks made by the front desk staff and felt although it is a decent hotel, we would not recommend to anyone.",2
2257,"Ahhh, Marriott chain, I have come to really appreciate you! * Firm mattresses * Great pillows * An awesome city view from our 31st floor room * Super early check-in availability, which we were not expecting at all * Flavored ice water in the lobby * Yummy Bath & Body Works products in the bathroom (they smell like Fresh Sugar) * Full Starbucks location in the lobby * FedEx location on the second floor * Bar in the lobby Even though your bedside outlets are only accessible by moving the bedside drawers, we had no fridge in the room, and the water pressure in the shower is pretty low, I'm still a fan!",4
2258,"We had a pre-wedding dinner party at the Marriott on Michigan Ave, and we were absolutely floored by the extraordinary level of commitment shown by every member of the Marriott staff. Kristina Cappazoli helped us plan out our event, and was amazing right from the get go. Each time we interacted with her, we felt more confident that the dinner would go well -- and it did! We continue to get compliments from our guests on how wonderful everything was -- the food, the ambiance, the service. It all added up to an unforgettable night, and we owe thanks to Kristina for helping us make it happen. Special shout out to Cheryl B, the amazingly talented pastry chef who designed our wedding cake. She came up with some excellent designs, and was willing to adapt to our tastes and preferences. More than one guest came up and told us it was the best wedding cake they had ever tasted. If you have to plan an event in the Chicago downtown area -- I'd wholeheartedly recommend the Marriott, especially if you get to work with Kristina and Cheryl!",5
2259,"GREAT location, that's worth it in itself. Clean rooms, comfy beds. They have a nice bar in the middle of the lobby, and a Starbucks as well. Our concierge (Matthew, I believe) was incredibly accommodating and gave us a jump the line (and free appetizer) coupon to Gino's East (YUM), which was much appreciated by an out of towner like myself. This Marriott is walking distance from tons of shopping (Zara, Topshop, H&M, etc) and dining spots. I would definitely stay here again.",4
2260,"Good hotel, great location and nice on-property amenities for business (FedEx Office, Starbucks).",4
2261,The hotel is a great location on the Magnificent Mile and across the street from Nordstom's!  Praise the lord the Marriott Downtown hotel had the availability since I was scheduled to have my event at the JW Marriott (ahem Legionnaire's disease - no thanks!).  Anyway it all worked out the catering & hotel staff is top notch here.  Everyone is super friendly and helpful.  Plus they have an abundance of meeting space.  The hotel rooms are small and needs updating.  But who's complaining...this hotel is great for meetings.,4
2262,"I was extremely surprised that i was checked into a room #2107 friday 5/25/2012 where the room was hotter than outside 80 degrees, smelled like old wet carpet and when you turn the light on you can see the dust on the desk and on frames etc . The desk the LCD was on was chipped. I felt like i was in a motel 6. The blue chair, it was white smugges/stuff on it. I'm thinking this can't be happening. This must be a bad dream. Wow! Now don't get me wrong love the Marriott and I have stayed in some of the Marriott hotels in different cities. But this is a first I experienced this at the Marriott especially downtown and I'm still in shock. I called their front desk/ays dept and informed them it seem like no one hasn't stayed in this room for a while.Even though  I had turned on the room temperature 50 degrees at 7pm, at 4am the next morning it still felt like it was 85 degrees in that hotel room. The gentleman front desk/ays dept stated that if i would like to have an engineer to come and fix it. I'm thinking at 4am in the morning and my fiance and I will have to get up and put cloths on because they placed us in a room they knew was not used in months and that the air condition didn't work. So i said no, because it's going to be an inconvenience and checkout is at 11am so I stated that it wouldn't help. The gentleman explained to me that the building is old and needs some minor repairs and he apologizes. I'm thinking WOW!!!! But then, an Express checkout/bill was placed under my door. LOL!!!! But I was not offered and continential breakfast or a refund or anything. LOL!! Wow!!! Not even an room change was offered. Lmao!!! I know this is not the type of service that Mr. Marriott will ever agree with. Mr. Marriott always has pride his self and the corporation on cleanliness and providing exceptional service and great customer service.",1
2263,"If you are a type A personality do not stay here. You will find things about this hotel that bother you and you can't figure out how to make it not bother you. I stayed for 4 nights on the 38 floor and went to a conference at the courtyard Marriott down the street. Pros: Wifi worked all over the hotel for me There is a Starbucks in the hotel (with limited hrs of 6 am to 8 pm) Great location on the strip, especially with all the new stores popping up on the street Room service was super nice and generous (although food sucked but since when has room service ever had good food?!) Morning concierge staff was nice and helpful Air conditioner worked GREAT on the hot nights I was there Huge workout room Cons: Room did not have the most pleasant smell (smelt like feet) Infrequent hot water availability (I wear a pliable splint that needs to be heated up and had to sleep one night without it) A wet pillow case was left in the room by cleaning service Check-in concierge was extremely rude Overall, the hotel was in an amazing spot! I won't lie, it was nice when I went shopping and had a quick stop in between. But in reality, I felt like I was at a super 8 or something of that caliber. There was one morning when I left (8am) and before my door even closed, a cleaning staff member jumped in to start cleaning the room. I understand you have a job to do but at least wait until the door is closed and use the room key! Warning, if you are not a big fan of noisy lobbies then stay clear of here. The hotel bar is in an atrium and all noise there is amplified. I didn't mind it but in the morning it was strange. If you have stayed with Marriott before, you might be disappointed. If you simply don't care about much in a hotel, stay here...you'll be fine and won't care about the same things us anal-type a personalities do!",2
2264,"One of my favorite hotels in CHI- it's your standard cookie cutter Marriott as far as the rooms are concerned, but the location is excellent, right in the middle of Michigan Ave. Also, the staff are really friendly, a cut about the standard Marriott. Lastly, the concierge lounge is pretty big and serves up a good spread. Overall, a good place to stay in downtown unless you want to spring for the Westin.",4
2265,"I stayed at this hotel for a conference the week of June 4. The conference facilities are nice, and what one would expect from a hotel located in a downtown district. The rooms were clean, and updated with a contemporary look. The lobby is large and open. The pros: -location -staff is very helpful and friendly -lobby bar is lively and serves decent drinks The cons: -the wifi access throughout the facility is spotty and extremely cumbersome. Being there for a conference, I was also working. I needed reliable access for the multiple devices I travel with. One can login as a guest in one's room, but when one tries to login on the conference levels, the same network is either unavailable or unusable. Same is true when trying to access via the lobby -- there is a separate network, apparently, for each of these areas. My iPhone was virtually unusable via wifi outside of my room, same for my iPad. The 3G access is awful as well. Text messages between myself and a colleague (also staying at the same hotel) were spotty -- either not arriving at all or taking several minutes to arrive. If you're considering staying here as a business traveler, I would recommend one of the many other options in the immediate vicinity. Obviously, based on the above, I place a premium on broadband internet access which has colored this review. Fast, reliable access is a must for me and the hotel fell woefully short in this regard. That said, it was a perfectly acceptable experience outside of the wifi issues, and based on the moderate price, might be a good choice for those looking for a room in the heart of the magnificent mile. There is extremely easy walking access to multiple great restaurants, and the art institute is just a nice stroll down Michigan Ave away.",2
2266,"I try and stay here every June for The World Trade Fair - NEOCON. It's the perfect location right on Michigan Avenue (NR Wacker) where all the shops start and right next to Nordstrom also walkable to the Merchandise Mart. The rooms are small, but comfortable for one person on a business trip for a couple of nights. Very comfortable beds and bedding. The customer service I found to be good. The AC was leaking in the floor outside the bathroom in my room and the carpet was wet. The maintenance guy was up within 10 minutes with the bell boy with rugs and asking if I wanted to switch rooms.",4
2267,"We had our September 24, 2011 wedding at the Marriott on Michigan Avenue and I cannot say enough great things about the staff we worked with. From the inital planning stages of our wedding to the day of the big event and even days later, I could not be happier with the service we received from everyone we crossed paths with. The bellmen were friendly and helpful. Maintenance and housekeeping accommodated all of our extra requests, the bartenders and wait staff were quick, courteous, and efficient. Special shout out to Amy Stage and Kristina Cappazoli from the Event Planning team. They are both so great at their jobs and they made the process of planning a wedding painless and ENJOYABLE. their knowledge, expertise, and willingness to go above and beyond made our wedding so spectacular. We still to this day get compliments from guests on how wonderful the food was at our cocktail hour and reception. People who say wedding food can't be elegant and delicious haven't eaten at a wedding here. We had four dinner options and all were fantastic and delicious - the horseradish crusted salmon was succulent, the filet of beef was perfectly cooked and paired with the most amazing red onion confit, the cranberry cornbread stuffed chicken breast was juicy, and the vegetarian paella was a hit with my vegetarian and vegan friends. SERIOUSLY, the entrees and sides were the best I've had at a wedding to date, and i'm not just saying that because it was my wedding. One last shout out to Cheryl B, the amazing and talented pastry chef. She made the most beautiful and delicious 5 tier wedding cake with three different cake flavors and fillings. The cakes were moist and tender while the fillings and buttercream were light, fluffy and delicious.",5
2268,"Had a great weekend in Chicago; hotel location is perfect, but that's about all it has going for it.  Room wasnt ready till 5pm on check in day.  First room was moldy smelling; walls are paper thin, lobby is bright, loud, and uninviting, pool is fun, but tiny. room AC not up to par.   Bill- the GM - appears to have no sense of customer service/customer satisfaction skills.  WIll definitely try another hotel next time, and would not recommend this. I expected more - Very disappointed for a Marriott",1
2269,"We stay in a Marriott over 200 nights a year and this is by far the worst we have been to! We were checked into a dirty as well as awful smelling room. Then we called to get a new room and it took them almost an hour to find us one and kept telling us to wait in a room that smelled so bad I was getting a headache. Then they only activated out keys for one night so we we went all the way up to our room the second day for the key to not work. We took it down and the manager was extremely rude!!!! The only thing he could say was and I quote ""I hope it gets better for you."" Everyone here is rude but the manager was by far the worst. we would never stay here again and we would never recommend it. The rooms weren't even that great. Next time we are in Chicago we will definitely be staying at the JW Marriott.  This place doesn't even deserve 1 star.",1
2270,"We stayed here last weekend for the IGI gymnastics girls meet and they catered to us very well.  The staff was great - and I mean everyone I encountered or talked to were very attentive and responsive to any needs we had.  They not only answered our questions but they also engaged in real conversations like real people.  Very impressive. The three star rating is only because I have been to much nicer, bigger and newer hotels.  One thing that really did bother us was that the pool smelled very strong of Chlorine.  I know they have to keep it at high levels but this burned my nose and throat just walking onto the floor it was on.  It was so bad we decided to not let our daughter swim in it. Valet parking was expensive but then again this is Chicago and it was expected.  The Valet service is super at this hotel. I ordered a pizza from room service and while it was not the best pizza I have had it was also not the worst.   All in all this is a nice place to stay.  Just don't swim.",3
2271,"If I would have typed a review for the Marriott a year ago I might have given it 5 stars, but this last trip wasn't all that great. I spent thanksgiving here, and it was just a ok. I was a little turned off being able to hear other guests peeing in their bathroom, the concierge loung was closed for 2 days which REALLY bummed me out, we usually hang out there in the evenings, and play games....but nope not this time, I love the location, but standards weren't up to par. Why is there no free WI-FI???? only downstairs ?? Not cool Over all the stay was so so, I'd like a little better stay for the money we spent to sleep here.",3
